Fire_ID,Fire_Name,sample_number,Acres,sdc,ln_sdc,mean_para,weighted_core_area,weighted_patch_area,ag_index,patch_area,total_class_area,core_area_index,clumpiness,patch_cohesion_index,core_area,number_of_patches,patch_density,pladj,pland,total_core_area,Year,StartMonth,StartDay,Fire_type,bailey_ecoregion,ecoregion_group,eco_code,sm_rdnbr
UT4199211237119940727,ELEVATOR,sample_bigger,31854,0.015360531,-4.175953982,0.100917994,5.001119293,150.5036015,72.20164791,2.328842297,2554.74,3.971214338,0.709391822,95.25495873,0.847575205,1097,1.865398808,71.77305714,4.344219644,929.79,1994,7,27,Wildfire,Intermountain West,INT,5,0.5872
WA4586312016120070713,HORSE HEAVEN COMPLEX (SIX PRONG),sample_bigger,28230,0.039239377,-3.238074521,0.114178219,0,7.112875778,43.06569343,0.3204,64.08,0.491295233,0.430285216,69.72736375,0.0279,200,0.203640439,41.43258427,0.065246397,5.58,2007,7,13,Wildfire,Intermountain West,INT,5,0.6182
WA4599612064920130724,MILE MARKER 28,sample_bigger,25605,0.006843102,-4.984514141,0.095261678,390.1230956,1100.543669,83.74165263,3.900681818,2231.19,6.776536136,0.828374101,97.11222838,2.343618881,572,1.350708354,83.20963253,5.26868352,1340.55,2013,7,24,Wildfire,Intermountain West,INT,5,0.4711
WA4724812058320120908,TABLE MOUNTAIN COMPLEX,sample_bigger,65888,0.006748514,-4.998432946,0.095913998,1087.413107,3322.998399,83.26613718,3.775806887,5591.97,5.506022548,0.820468716,98.50692287,2.240094531,1481,1.798657262,82.93177539,6.791382476,3317.58,2012,9,8,Wildfire,Intermountain West,INT,5,0.4051
WA4729912010620130727,COLOCKUM TARPS,sample_bigger,79279,0.016830761,-4.084547055,0.09549281,34.24395312,103.0020945,70.95593072,1.604138199,2066.13,4.444662892,0.702090153,90.93562763,0.560892857,1288,1.562948984,70.48612624,2.507186168,722.43,2013,7,27,Wildfire,Intermountain West,INT,5,0.5887
WY4125210924520000811,SHEEP MT,sample_bigger,31393,0.015535164,-4.164649179,0.099587378,5.548742775,128.5594187,71.01485878,1.419631579,1078.92,3.550449266,0.703496104,92.99015436,0.515013158,760,1.580439154,70.36619953,2.243641332,391.41,2000,8,11,Wildfire,Intermountain West,INT,5,0.6425
WY4127110938020000703,WLD HORSE,sample_bigger,41881,0.021699551,-3.83046371,0.097238726,0.6671835,42.77672021,67.7458693,1.505194599,1895.04,4.428326718,0.67034838,89.85050551,0.442708499,1259,1.432982406,67.27773556,2.156917378,557.37,2000,7,3,Wildfire,Intermountain West,INT,5,0.6615
WY4291010958419880821,FAYETTE,sample_bigger,29234,0.01298067,-4.344293951,0.096020747,16.77459098,91.68246542,73.57506757,1.844693281,1894.5,5.236277249,0.72479774,92.58561205,0.739279455,1027,2.157517699,73.06650831,3.979958404,759.24,1988,8,21,Wildfire,Intermountain West,INT,5,0.4455
WY4363910752719960825,BATES,sample_bigger,47060,0.02059314,-3.882797268,0.106715233,16.75075374,40.76322429,61.52079612,0.73674938,890.73,2.075325442,0.609697227,84.64272621,0.193101737,1209,1.916408451,60.90229362,1.411912737,233.46,1996,8,25,Wildfire,Intermountain West,INT,5,0.5737
AZ3351410936120080422,EAGLE,sample1,12059,0.02633459,-3.636871995,0.100344328,0,9.074780451,64.88388459,0.763448276,66.42,5.211144666,0.647840102,78.67913412,0.194482759,87,0.371479115,62.46612466,0.28360509,16.92,2008,4,22,Wildfire,Southwest,SW,6,0.3135
AZ3355511110520050719,TW0 BAR,sample1,2070,0.036049974,-3.322849136,0.101582641,0,6.241901005,56.27186407,0.709694656,92.97,3.256945061,0.558680562,77.12587588,0.11610687,131,1.289288864,54.50145208,0.915001417,15.21,2005,7,19,Wildfire,Southwest,SW,6,0.5382
AZ3356110932120000908,ARROW,sample1,1315,0.046566024,-3.066884102,0.087152571,0,2.276273118,61.34453782,0.612,6.12,7.322137787,0.613232676,68.65875649,0.09,10,0.089860824,53.67647059,0.054994824,0.9,2000,9,8,Wildfire,Southwest,SW,6,0.2032
AZ3396211156519950707,BASIN,sample1,21533,0.03248154,-3.427083351,0.104160332,0,13.34426945,57.33564014,0.621209302,133.56,2.285132486,0.571613849,80.9712802,0.11427907,215,0.654805849,55.82884097,0.406771484,24.57,1995,7,7,Wildfire,Southwest,SW,6,0.401
AZ3419211221720150816,RATTLESNAKE,sample1,4613,0.06187809,-2.78258912,0.104305556,0,1.52952952,48.80952381,0.294,4.41,1.333333333,0.487937533,52.46185302,0.018,15,0.10475526,41.83673469,0.030798047,0.27,2015,8,16,Wildfire,Southwest,SW,6,0.5613
AZ3442311084220170601,SLIM,sample1,3243.714238,0.02442984,-3.711949943,0.105390765,0,16.78569729,62.08450704,0.8262,82.62,3.385966584,0.618275895,81.70472595,0.2097,100,0.814627451,60.02178649,0.6730452,20.97,2017,6,1,Wildfire,Southwest,SW,6,0.4565
AZ3453311121020150731,GENERAL,sample1,2905.670595,NA,#NUM!,0.109444444,0,0.624822643,37.5,0.21,1.89,0,0.374894348,42.80043862,0,9,0.080482897,28.57142857,0.016901408,0,2015,7,31,Wildfire,Southwest,SW,6,0.2701
AZ3461511099119890706,LAVENDER,sample1,1629,0.05685647,-2.867225257,0.115880794,0,1.700123244,40.45454545,0.2475,10.89,1.418732782,0.403867649,52.03585994,0.016363636,44,0.459395686,36.7768595,0.113700432,0.72,1989,7,6,Wildfire,Southwest,SW,6,0.39
AZ3465811314319950707,BEHM,sample1,2785.474788,0.04646032,-3.069156664,0.108305773,0,3.161578093,47.75132275,0.38106383,35.82,1.355826502,0.475666345,66.29361221,0.029680851,94,0.924344379,45.35175879,0.352234209,2.79,1995,7,7,Wildfire,Southwest,SW,6,0.5145
AZ3494711153620160515,MORMON,sample1,7898,0.02471103,-3.700505576,0.108889231,0,17.92567342,55.95026643,0.619714286,130.14,1.927352672,0.556908697,84.16643545,0.114,210,0.944669366,54.46058091,0.585425101,23.94,2016,5,15,Wildfire,Southwest,SW,6,0.34
AZ3583311375120050719,CLAY TANK,sample1,3786,NA,#NUM!,0.128571429,0,0.277993125,7.462686567,0.116129032,3.6,0,0.074377714,15.69449088,0,31,0.231786792,6.25,0.026917176,0,2005,7,19,Wildfire,Southwest,SW,6,0.4698
AZ3589811315620130801,PROSPECT,sample1,1255,0.01038426,-4.567464081,0.090818654,9.1181745,103.159012,82.95210865,5.1732,129.33,10.51830797,0.827278374,94.38536282,2.8044,25,0.250996456,80.7585247,1.298454866,70.11,2013,8,1,Wildfire,Southwest,SW,6,0.4162
AZ3630011238619880709,DUTTON,sample1,3360.594547,0.01953529,-3.935532705,0.101275016,0,19.02604186,67.68574476,1.024015748,130.05,5.188903245,0.673461884,84.06859813,0.318897638,127,1.015480074,65.88235294,1.039867588,40.5,1988,7,9,Wildfire,Southwest,SW,6,0.3897
AZ3641611351820130702,DEWDROP,sample1,1297,0.02554905,-3.667155145,0.101758016,0,9.069628208,61.77847114,0.709534884,30.51,2.96998139,0.616473543,79.25101764,0.148604651,43,0.481825109,58.40707965,0.341871722,6.39,2013,7,2,Wildfire,Southwest,SW,6,0.4217
AZ3656611372819930805,PAKOON,sample1,1082,NA,#NUM!,0.083333333,0,0.889578,75,0.36,0.36,0,0.749988387,50.1709703,0,1,0.012903093,37.5,0.004645113,0,1993,8,5,Wildfire,Southwest,SW,6,0.5645
CO3718510826720070708,BEAR,sample1,1599.149016,0.004028709,-5.514309302,0.099210498,87.8458275,359.8999057,90.16227181,10.085,181.53,10.90510633,0.899565777,97.14186423,7.06,18,0.203078673,88.15071889,2.048048414,127.08,2007,7,8,Wildfire,Southwest,SW,6,0.5363
CO3719710855820000802,PONY,sample1,5224,0.00956612,-4.649527589,0.096062792,21.70460042,274.6113081,79.12193155,5.243023256,901.8,5.772704603,0.777503197,96.91315116,2.467151163,172,1.175778954,78.32834331,6.164636397,424.35,2000,8,2,Wildfire,Southwest,SW,6,0.7112
NM3312510781920030620,SECO,sample1,6160.704364,0.006691917,-5.006854899,0.098572232,206.119025,695.4045865,83.88421917,3.655279188,720.09,6.149801698,0.831445951,97.54608947,2.184213198,197,1.20046995,82.94588176,4.388052826,430.29,2003,6,20,Wildfire,Southwest,SW,6,0.5225
NM3314910571319990513,TELEPHONE,sample1,2132,0.015568714,-4.162491891,0.096391199,1.779156,80.41722119,76.05224964,2.269285714,158.85,5.592067283,0.756844575,92.86018044,0.930857143,70,0.666544784,74.22096317,1.512580557,65.16,1999,5,13,Wildfire,Southwest,SW,6,0.4472
NM3323010550020080604,ROGER'S PASTURE,sample1,1537,0.04341253,-3.13700717,0.097964044,0,2.675339777,54.66666667,0.519428571,18.18,4.653744751,0.545764768,66.00231462,0.061714286,35,0.382252977,50.74257426,0.198553118,2.16,2008,6,4,Wildfire,Southwest,SW,6,0.327
NM3325110785319890701,DIVIDE,sample1,9393.104984,0.005261457,-5.247347294,0.096502914,242.4702942,842.8838206,87.40249025,5.991683168,1210.32,8.768350823,0.866467532,97.54551352,4.015693069,202,0.944571868,86.64857228,5.659575364,811.17,1989,7,1,Wildfire,Southwest,SW,6,0.5028
NM3339010808620000730,WALL,sample1,2014,NA,#NUM!,0.122923977,0,0.476559643,20,0.148235294,2.52,0,0.199800173,29.84435907,0,17,0.168462777,16.07142857,0.024972129,0,2000,7,30,Wildfire,Southwest,SW,6,0.2378
NM3339710823319920928,BEAVER,sample1,3279,NA,#NUM!,0.088888889,0,0.6671835,100,0.27,0.27,0,1,42.3784623,0,1,0.007968496,33.33333333,0.002151494,0,1992,9,28,Wildfire,Southwest,SW,6,0.2129
NM3375510885119910614,HUDSON,sample1,1258,0.100434383,-2.29825067,0.100273569,0,1.886234833,51.61290323,0.405,4.86,1.041666667,0.515870252,61.31961832,0.0075,12,0.131981839,44.44444444,0.053452645,0.09,1991,6,14,Wildfire,Southwest,SW,6,0.2467
NM3459310641120071118,OJO PEAK,sample1,6117.937404,0.008182074,-4.805809615,0.089386405,75.39303987,405.5318657,83.61070912,4.384956522,504.27,9.294468743,0.831276747,96.38928467,2.503565217,115,0.652886781,82.4915224,2.86288015,287.91,2007,11,18,Wildfire,Southwest,SW,6,0.4846
AZ3353711088619950710,( #3) SALT,sample2,1592,NA,#NUM!,0.113333333,0,0.7116624,46.15384615,0.225,0.9,0,0.461484056,39.46643098,0,4,0.044901542,30,0.010102847,0,1995,7,10,Wildfire,Southwest,SW,6,0.5349
AZ3355011018620060624,HOSPITAL,sample2,1584,0.044789203,-3.105788173,0.10926911,0,2.101342904,48.43205575,0.401142857,14.04,2.247732426,0.483596119,63.35393078,0.041142857,35,0.349713934,44.55128205,0.140285247,1.44,2006,6,24,Wildfire,Southwest,SW,6,0.2074
AZ3357010928920040517,KP,sample2,16328,0.027206779,-3.604289109,0.102945767,0,11.76615168,61.23381569,0.815436242,121.5,3.623667623,0.610815553,82.03623812,0.163691275,149,0.479779392,59.55555556,0.391229504,24.39,2004,5,17,Wildfire,Southwest,SW,6,0.3349
AZ3358210907519940423,S CANYON,sample2,2933,0.044731449,-3.107078468,0.099410774,0,4.787708796,60.35242291,0.803571429,11.25,4.166666667,0.603166686,77.98670841,0.115714286,14,0.112123425,54.8,0.090099181,1.62,1994,4,23,Wildfire,Southwest,SW,6,0.2625
AZ3361310928420030712,STEEPLE,sample2,5130,0.004080429,-5.501553149,0.0905841,157.6149957,310.369712,90.63612444,7.180243902,588.78,9.864691041,0.902755535,96.4582919,5.326463415,82,0.516400437,89.51391012,3.707881089,436.77,2003,7,12,Wildfire,Southwest,SW,6,0.4848
AZ3363210923319870903,UNNAMED,sample2,2958,NA,#NUM!,0.111111111,0,0.55598625,50,0.18,0.36,0,0.499983778,32.89090074,0,2,0.018024205,25,0.003244357,0,1987,9,3,Wildfire,Southwest,SW,6,0.2129
AZ3367611138020050622,THREE FIRE COMPLEX (FOUR),sample2,3424.095422,0.04565115,-3.086726481,0.105379371,0,2.394791106,47.62741652,0.460677966,27.18,1.133327337,0.475163907,72.9167937,0.027457627,59,0.459201146,44.86754967,0.21154385,1.62,2005,6,22,Wildfire,Southwest,SW,6,0.5925
AZ3388011167720050515,BART,sample2,11251,NA,#NUM!,0.113888889,0,0.476559643,37.5,0.21,0.63,0,0.374983683,37.5314627,0,3,0.012431317,21.42857143,0.002610577,0,2005,5,15,Wildfire,Southwest,SW,6,0.4719
AZ3491611139320150614,CAMILLO,sample2,24654,0.03487936,-3.355860029,0.102644702,0,4.2356505,57.55395683,0.442921348,39.42,2.79248401,0.575251075,66.6762821,0.071797753,89,0.15334749,54.79452055,0.067920877,6.39,2015,6,14,Wildfire,Southwest,SW,6,0.2485
AZ3501611190220090816,TAYLOR,sample2,3594,0.006259033,-5.073729579,0.08655825,71.611029,236.6671578,85.89162892,5.254615385,273.24,10.76144634,0.855755741,95.49602972,3.234807692,52,0.416987426,84.32147563,2.191108545,168.21,2009,8,16,Wildfire,Southwest,SW,6,0.4418
AZ3536611193219840614,SANDERSON,sample2,1260,0.044902275,-3.103266817,0.10226381,0,2.678343639,48.85620915,0.394054054,29.16,1.98383705,0.486915587,62.65531216,0.037702703,74,0.814363613,46.14197531,0.320903283,2.79,1984,6,14,Wildfire,Southwest,SW,6,0.3692
AZ3570510940520060606,KINLICHEE 2,sample2,1738,0.0032411,-5.731842501,0.10717369,281.7738315,1048.980681,93.03822938,18.90375,453.69,4.561876118,0.92659993,98.69432193,14.85375,24,0.272595621,91.72783178,5.153079479,356.49,2006,6,6,Wildfire,Southwest,SW,6,0.6292
AZ3626611202520160629,FULLER,sample2,15275.81038,0.01509155,-4.193620294,0.100748523,2.480554038,96.4773934,68.98493939,1.155789474,373.32,3.138356594,0.68687428,91.36062974,0.383126935,323,0.822064935,67.91224687,0.950133999,123.75,2016,6,29,Wildfire,Southwest,SW,6,0.4389
AZ3695411214620050630,BUZZARD,sample2,2034,0.02293489,-3.775095947,0.09970055,0,15.48894185,64.74489796,0.96893617,91.08,3.470693455,0.6446273,85.71937642,0.228829787,94,0.819461335,62.69762846,0.794005728,21.51,2005,6,30,Wildfire,Southwest,SW,6,0.5406
CO3716610821520020812,CHERRY CRE,sample2,1542,0.018944378,-3.966248067,0.093194749,0,37.4364915,70.76923077,1.937195122,158.85,6.01555142,0.70324642,91.25921184,0.598170732,82,0.773373322,69.06515581,1.498175028,49.05,2002,8,12,Wildfire,Southwest,SW,6,0.7759
NM3269410572119940603,BRIDGE,sample2,5041,0.003626853,-5.619389949,0.095349241,283.053798,643.0799175,91.07777823,11.94677419,1111.05,7.336746717,0.903374332,98.20142225,9.028064516,93,0.641343926,90.25516403,7.661991063,839.61,1994,6,3,Wildfire,Southwest,SW,6,0.6338
NM3278110553420110628,LITTLELEWIS,sample2,1140,0.03487561,-3.355967548,0.098088708,0,4.886602648,60.35502959,0.68625,16.47,4.370813011,0.602774382,74.38891557,0.10875,24,0.284638758,55.73770492,0.195333348,2.61,2011,6,28,Wildfire,Southwest,SW,6,0.3396
NM3293110814820140511,SIGNAL,sample2,5905,0.002994976,-5.810819061,0.104188566,463.025349,1325.285227,94.29685014,13.97414634,572.94,4.702127658,0.940728578,98.61195187,11.43658537,41,0.270434813,93.11184417,3.779095653,468.9,2014,5,11,Wildfire,Southwest,SW,6,0.4682
NM3295110826119950920,Q-BALL,sample2,8567.200241,0.010616843,-4.545313577,0.093983288,13.788459,77.00770776,74.11764706,1.358653846,141.3,5.312756639,0.739680315,88.49353444,0.585,104,0.423020103,72.22929936,0.57473789,60.84,1995,9,20,Wildfire,Southwest,SW,6,0.3033
NM3319210567219960420,CHINO WELL,sample2,7881,0.03613026,-3.320624538,0.101425685,0,6.769068474,54.20928403,0.645551471,175.59,1.965387198,0.537911324,77.59519959,0.082720588,272,1.40177283,52.97283444,0.904916512,22.5,1996,4,20,Wildfire,Southwest,SW,6,0.3112
NM3373110566319940629,PATOS,sample2,5612,0.011340584,-4.479367483,0.092531353,8.6733855,364.7366987,79.75534114,3.349936709,529.29,7.420975415,0.790027901,96.36841676,1.649050633,158,1.069886619,78.71110355,3.58405246,260.55,1994,6,29,Wildfire,Southwest,SW,6,0.4723
NM3586210676620100601,RIO,sample2,1344,0.01548215,-4.168067532,0.085232593,0,37.15498864,79.31612471,3.280714286,137.79,14.42886181,0.790629446,92.14193513,1.478571429,42,0.368591769,77.26975833,1.209244282,62.1,2010,6,1,Wildfire,Southwest,SW,6,0.5248
NM3699310709220150818,NAVAJO RIVER,sample2,1679,0.022505235,-3.79400733,0.089702325,0,12.50391248,72.57281553,1.343793103,38.97,9.222856328,0.724546314,83.72164438,0.446896552,29,0.319284802,69.05311778,0.429052715,12.96,2015,8,18,Wildfire,Southwest,SW,6,0.4442
NM3699810700819960610,ARCHULETA,sample2,15613.18593,0.006045644,-5.108417266,0.102488942,420.9018291,2349.015477,83.28001542,4.466977186,2349.63,4.120052091,0.816954598,98.63751653,2.620779468,526,1.937915952,82.76324357,8.656626346,1378.53,1996,6,10,Wildfire,Southwest,SW,6,0.45
UT3705411086120060610,NAVAJO MOUNTAIN 1,sample2,5257,0.013476008,-4.30684436,0.102442602,3.625997283,171.409899,76.13065327,2.496880734,544.32,4.321501391,0.753728962,95.08278488,1.072155963,218,1.232306788,75.14880952,3.076923077,233.73,2006,6,10,Wildfire,Southwest,SW,6,0.4873
AZ3328211121019950724,COMET,sample3,2019.592488,0.01466696,-4.222157934,0.107160052,0,132.6982583,71.10182538,1.658571429,208.98,2.568951797,0.7052706,93.86515178,0.562857143,126,1.175798703,69.61670973,1.950146135,70.92,1995,7,24,Wildfire,Southwest,SW,6,0.5733
AZ3363010947320090907,RENO,sample3,6976,0.019153717,-3.955258483,0.073042982,0,14.57679771,76.54075547,1.608,24.12,12.90800603,0.765124598,84.17792154,0.594,15,0.074919836,71.82835821,0.120471096,8.91,2009,9,7,Wildfire,Southwest,SW,6,0.2003
AZ3415011088320120614,POCO,sample3,10652,0.02690856,-3.615310827,0.09755152,0,8.932462381,61.4548495,0.843520408,165.33,4.917526096,0.611582527,79.89222875,0.182295918,196,0.905257421,60.01633097,0.763603109,35.73,2012,6,14,Wildfire,Southwest,SW,6,0.3101
AZ3418511231120080628,LANE 2,sample3,8562,0.00575101,-5.158379787,0.095299162,277.2516918,1128.545186,86.033279,7.37325,1474.65,6.257900956,0.849662297,98.36604431,4.6458,200,0.962626044,85.35855966,7.097682478,929.16,2008,6,28,Wildfire,Southwest,SW,6,0.5914
AZ3427211029519960623,COTTONWOOD,sample3,1358,0.02186771,-3.822744159,0.100502505,0,24.14537682,65.83908046,1.6815,100.89,4.297894793,0.6554074,89.0402151,0.441,60,0.51488401,63.87154326,0.865777462,26.46,1996,6,23,Wildfire,Southwest,SW,6,0.5018
AZ3430011091020160912,FULTON,sample3,3238,0.0211518,-3.856030271,0.093792943,0,10.66951174,72.10300429,1.107,33.21,7.539997498,0.720469963,81.65209035,0.378,30,0.180998096,68.29268293,0.200364892,11.34,2016,9,12,Wildfire,Southwest,SW,6,0.2568
AZ3442811083120160904,SAM JIM,sample3,2355,0.02794687,-3.577450071,0.106403941,0,7.323574438,60.22727273,0.5184,12.96,2.822243966,0.601775918,76.85851768,0.1116,25,0.240656511,55.20833333,0.124756335,2.79,2016,9,4,Wildfire,Southwest,SW,6,0.2679
AZ3448811140320160519,PIVOT ROCK,sample3,6014,0.0164278,-4.108780257,0.103457353,0.444789,22.9532646,67.37588652,0.597857143,33.48,2.388722593,0.673052633,78.45607988,0.200892857,56,0.361303376,63.84408602,0.216007804,11.25,2016,5,19,Wildfire,Southwest,SW,6,0.279
AZ3452811112620150628,REBEL,sample3,2517,0.06757299,-2.694546932,0.103232323,0,1.548524667,53.76344086,0.347142857,4.86,2.236652237,0.537466554,56.45951123,0.019285714,14,0.104540024,46.2962963,0.036290323,0.27,2015,6,28,Wildfire,Southwest,SW,6,0.2287
AZ3464111299420050717,SH RANCH COMPLEX,sample3,22636,0.03098277,-3.474324035,0.104658679,1.5567615,9.733860131,55.24022903,0.565932203,367.29,2.25749217,0.547918942,76.63959662,0.098043143,649,1.752353797,54.37392796,0.991713446,63.63,2005,7,17,Wildfire,Southwest,SW,6,0.5134
AZ3488711391119940531,MCKENZIE,sample3,2082,0.0235568,-3.748340753,0.104737814,0,32.87897876,59.35483871,0.76539823,86.49,1.420708408,0.589915541,87.43851035,0.148141593,113,1.157407407,57.44016649,0.885877581,16.74,1994,5,31,Wildfire,Southwest,SW,6,0.4957
AZ3494911187819940729,LOST,sample3,2060,0.007841345,-4.848344903,0.10140445,48.482001,184.0195952,79.72273567,2.256545455,248.22,4.359035484,0.792447387,93.70148341,1.173272727,110,1.020593726,78.19071791,2.303016133,129.06,1994,7,29,Wildfire,Southwest,SW,6,0.5083
AZ3647311209319930616,POINT,sample3,1634,0.01698431,-4.075465302,0.095799451,1.1119725,64.84409271,74.44253859,1.770652174,81.45,6.339821937,0.742688637,91.59606267,0.667173913,46,0.381192935,71.93370166,0.674960099,30.69,1993,6,16,Wildfire,Southwest,SW,6,0.5184
AZ3679411221919870713,WILLIS,sample3,1792,0.008264664,-4.795766202,0.111354618,7.561413,392.123956,82.75995861,9.066923077,353.61,3.45681784,0.821220399,98.49464108,4.726153846,39,0.3935387,81.43293459,3.568185121,184.32,1987,7,13,Wildfire,Southwest,SW,6,0.6863
NM3303310834919890615,SHELLY,sample3,12334,0.013618795,-4.296304455,0.100375846,6.455886717,66.09096115,72.54556143,1.464622642,465.75,4.48464567,0.7205787,90.21786339,0.574245283,318,1.19168072,71.53623188,1.745362563,182.61,1989,6,15,Wildfire,Southwest,SW,6,0.3632
NM3315110800320090601,MEASON,sample3,12781,0.02573148,-3.660040134,0.102208653,0,8.60013303,61.69630643,0.77625,68.31,4.412324229,0.615860267,77.24793213,0.175909091,88,0.369832432,59.42028986,0.287082426,15.48,2009,6,1,Wildfire,Southwest,SW,6,0.1989
NM3323910860319960608,LOOKOUT,sample3,14200,0.006434733,-5.046044931,0.102454032,161.1714639,305.9075907,79.49582098,1.791644562,675.45,4.084511344,0.79001769,94.28066298,0.983793103,377,1.31322188,78.57428381,2.352826841,370.89,1996,6,8,Wildfire,Southwest,SW,6,0.3976
